temperature,light_intensity,light_dark_ratio,reactor_type,fermentation_mode,open_close_system,reactor_volume,reaction_volume,initial_OD,cultivation_time,special_growth,no3_conc,phosphate_conc,co2_perc,air_bubbling,hco3_conc,nacl_conc,medium_pH,substrate2,substrate2_conc(mg/L),substrate2_enthalpyFormation,genetic_wt,promoterInducer,inducerConc,genetic_mutation,genetic_knockoutSteps,genetic_heterologousInsertion,genetic_precursor,genetic_enzymaticSteps,genetic_heterologousSteps,product,numberC,numberH,numberN,numberO,product_enthalpyFormation,productExporter,cofactorEnhance,pathwayOptimized,OD,growth_rate,product_titer,production_rate,paper,species,product permeability,ko genes,ox genes,OE_nativeSteps,bubbling_speed (ml/min)
34,100,0,1-shakingflask,1-batch,1-open,100,20,0.03,144,na,24.7,5.43,0.04,na,0.2,0,na,na,0,na,0,0,0,0,1,2-plasmid,pyruvate,2,1,ethanol,2,6,0,1,-276,0,0,0,3.3,na,0.1,na,15,pcc6803,i,ndhf1,"pdc,adh",0,na
34,100,0,1-shakingflask,1-batch,1-open,100,20,0.03,144,na,24.7,5.43,0.04,na,0.2,0,na,na,0,na,0,0,0,0,0,2-plasmid,pyruvate,2,1,ethanol,2,6,0,1,-276,0,0,0,3.4,na,0.07,na,15,pcc6803,i,na,"pdc,adh",0,na
34,100,0,1-shakingflask,1-batch,1-open,100,20,0.03,192,na,24.7,5.43,0.04,na,0.2,0,na,na,0,na,0,0,0,0,1,2-plasmid,pyruvate,2,1,ethanol,2,6,0,1,-276,0,0,0,3.5,na,0.14,na,15,pcc6803,i,ndhf1,"pdc,adh",0,na
34,100,0,1-shakingflask,1-batch,1-open,100,20,0.03,192,na,24.7,5.43,0.04,na,0.2,0,na,na,0,na,0,0,0,0,0,2-plasmid,pyruvate,2,1,ethanol,2,6,0,1,-276,0,0,0,4.2,na,0.08,na,15,pcc6803,i,na,"pdc,adh",0,na
34,100,0,1-shakingflask,1-batch,1-open,100,20,0.03,240,na,24.7,5.43,0.04,na,0.2,0,na,na,0,na,0,0,0,0,1,2-plasmid,pyruvate,2,1,ethanol,2,6,0,1,-276,0,0,0,4.1,na,0.24,na,15,pcc6803,i,ndhf1,"pdc,adh",0,na
34,100,0,1-shakingflask,1-batch,1-open,100,20,0.03,240,na,24.7,5.43,0.04,na,0.2,0,na,na,0,na,0,0,0,0,0,2-plasmid,pyruvate,2,1,ethanol,2,6,0,1,-276,0,0,0,5.5,na,0.1,na,15,pcc6803,i,na,"pdc,adh",0,na
34,100,0,1-shakingflask,1-batch,1-open,100,20,0.03,288,na,24.7,5.43,0.04,na,0.2,0,na,na,0,na,0,0,0,0,1,2-plasmid,pyruvate,2,1,ethanol,2,6,0,1,-276,0,0,0,3.7,na,0.32,na,15,pcc6803,i,ndhf1,"pdc,adh",0,na
34,100,0,1-shakingflask,1-batch,1-open,100,20,0.03,288,na,24.7,5.43,0.04,na,0.2,0,na,na,0,na,0,0,0,0,0,2-plasmid,pyruvate,2,1,ethanol,2,6,0,1,-276,0,0,0,7,na,0.12,na,15,pcc6803,i,na,"pdc,adh",0,na
34,100,0,1-shakingflask,1-batch,1-open,100,20,0.03,336,na,24.7,5.43,0.04,na,0.2,0,na,na,0,na,0,0,0,0,1,2-plasmid,pyruvate,2,1,ethanol,2,6,0,1,-276,0,0,0,3,na,0.33,na,15,pcc6803,i,ndhf1,"pdc,adh",0,na
34,100,0,1-shakingflask,1-batch,1-open,100,20,0.03,336,na,24.7,5.43,0.04,na,0.2,0,na,na,0,na,0,0,0,0,0,2-plasmid,pyruvate,2,1,ethanol,2,6,0,1,-276,0,0,0,6.3,na,0.13,na,15,pcc6803,i,na,"pdc,adh",0,na
30,25,0,1-shakingflask,1-batch,1-open,na,na,na,168,na,24.7,5.43,0.04,na,0.2,0,na,na,0,na,1,IPTG,1,0,0,1-genomic,acetyl-coa,7,1,free fatty acid,18,36,0,2,-30000,0,0,1,na,na,19.26,0.115,16,pcc6803,b,na,na,0,na
30,25,0,1-shakingflask,1-batch,1-open,na,na,na,168,na,24.7,5.43,0.04,na,0.2,0,na,na,0,na,0,IPTG,1,0,0,1-genomic,acetyl-coa,7,1,free fatty acid,18,36,0,2,-30000,1,0,0,na,na,76.35,0.454,16,pcc6803,b,na,actesa,0,na
30,25,0,1-shakingflask,1-batch,1-open,na,na,na,168,na,24.7,5.43,0.04,na,0.2,0,na,na,0,na,0,IPTG,1,0,0,1-genomic,acetyl-coa,7,1,free fatty acid,18,36,0,2,-30000,1,0,1,na,na,217.94,1.297,16,pcc6803,b,na,actesa,0,na
30,25,0,1-shakingflask,1-batch,1-open,na,na,na,360,na,24.7,5.43,0.04,na,0.2,0,na,na,0,na,1,IPTG,1,0,0,1-genomic,acetyl-coa,7,1,free fatty acid,18,36,0,2,-30000,0,0,1,na,na,67.84,0.253,16,pcc6803,b,na,na,0,na
30,25,0,1-shakingflask,1-batch,1-open,na,na,na,360,na,24.7,5.43,0.04,na,0.2,0,na,na,0,na,0,IPTG,1,0,0,1-genomic,acetyl-coa,7,1,free fatty acid,18,36,0,2,-30000,1,0,0,na,na,94.64,0.095,16,pcc6803,b,na,actesa,0,na
30,25,0,1-shakingflask,1-batch,1-open,na,na,na,360,na,24.7,5.43,0.04,na,0.2,0,na,na,0,na,0,IPTG,1,0,0,1-genomic,acetyl-coa,7,1,free fatty acid,18,36,0,2,-30000,1,0,1,na,na,137,-0.422,16,pcc6803,b,na,actesa,0,na
30,60,0,1-shakingflask,1-batch,1-open,100,25,0.2,240,no cobalt,24.7,5.43,1,0,0.2,0,na,na,0,na,0,na,0,0,1,2-plasmid,fatty acyl-ACP,1,2,free fatty acid,18,36,0,2,-30000,0,0,1,4,0.017,18,0.075,17,pcc6803,b,aas,"tesa,car",0,na
30,60,0,1-shakingflask,1-batch,1-open,100,25,0.2,240,no cobalt,24.7,5.43,1,0,0.2,0,na,na,0,na,0,na,0,0,1,2-plasmid,fatty acyl-ACP,3,2,fatty alcohol,18,37,0,1,-30000,0,0,1,4,0.017,81.6,0.34,17,pcc6803,b,aas,"tesa,car",0,na
30,60,0,1-shakingflask,1-batch,1-open,100,25,0.2,240,no cobalt,24.7,5.43,1,0,0.2,0,na,na,0,na,0,na,0,0,1,2-plasmid,fatty acyl-ACP,3,2,alkane,18,38,0,0,-30000,0,0,1,4,0.017,4.08,0.017,17,pcc6803,e,aas,"tesa,car",0,na
30,60,0,1-shakingflask,1-batch,1-open,100,25,0.2,240,no cobalt,24.7,5.43,1,0,0.2,0,na,na,0,na,0,na,0,0,1,2-plasmid,fatty acyl-ACP,2,2,alkene,16,32,0,0,-30000,0,0,1,5.5,0.023,70,0.292,17,pcc6803,e,aas,"tesa,undb",0,na
30,60,0,1-shakingflask,1-batch,1-open,100,25,0.2,240,no cobalt,24.7,5.43,1,0,0.2,0,na,na,0,na,0,na,0,0,1,2-plasmid,fatty acyl-ACP,1,2,free fatty acid,16,32,0,2,-30000,0,0,1,5.5,0.023,10,0.042,17,pcc6803,b,aas,"tesa,undb",0,na
30,60,0,1-shakingflask,1-batch,1-open,100,25,0.2,240,no cobalt,24.7,5.43,1,0,0.2,0,na,na,0,na,0,na,0,0,1,2-plasmid,fatty acyl-ACP,1,1,free fatty acid,16,32,0,2,-30000,0,0,1,6.5,0.027,176,0.733,17,pcc6803,b,aas,tesa,0,na
30,60,0,1-shakingflask,1-batch,1-open,100,25,0.2,240,no cobalt,24.7,5.43,1,0,0.2,0,na,na,0,na,0,na,0,0,1,2-plasmid,fatty acyl-ACP,3,2,alkane,16,34,0,0,-30000,0,0,1,6.5,0.027,9.24,0.039,17,pcc6803,e,aas,tesa,0,na
30,60,0,1-shakingflask,1-batch,1-open,100,25,0.2,240,no cobalt,24.7,5.43,1,0,0.2,0,na,na,0,na,0,na,0,0,1,2-plasmid,fatty acyl-ACP,1,1,free fatty acid,16,32,0,2,-30000,0,0,0,7,0.029,81.25,0.339,17,pcc6803,b,aas,tesa,0,na
30,100,0,1-shakingflask,1-batch,1-open,250,50,0.5,24,na,24.7,5.43,0.04,na,0.2,0,na,na,0,na,0,na,0,0,2,2-plasmid,"Pyruvate, G3P",9,1,isoprene,5,8,0,0,47.3,0,0,0,0.92,0.038,0.036,0.001,18,pcc6803,i,"glcd1,glcd2",isps,0,na
30,100,0,1-shakingflask,1-batch,1-open,250,50,0.5,24,na,24.7,5.43,0.04,na,0.2,0,na,na,0,na,0,na,0,0,0,2-plasmid,"Pyruvate, G3P",9,1,isoprene,5,8,0,0,47.3,0,0,0,0.95,0.04,0.006,0,18,pcc6803,i,na,isps,0,na
30,100,0,1-shakingflask,1-batch,1-open,250,50,0.5,24,na,24.7,5.43,0.04,na,0.2,0,na,na,0,na,0,na,0,0,2,2-plasmid,"Pyruvate, G3P",9,4,isoprene,5,8,0,0,47.3,0,0,0,0.96,0.04,0.056,0.002,18,pcc6803,i,"glcd1,glcd2","dxs,idi,ispd,ispf,isps",0,na
30,100,0,1-shakingflask,1-batch,1-open,250,50,0.5,24,na,24.7,5.43,0.04,na,0.2,0,na,na,0,na,0,na,0,0,0,2-plasmid,"Pyruvate, G3P",9,4,isoprene,5,8,0,0,47.3,0,0,0,1.11,0.046,0.014,0.001,18,pcc6803,i,na,"dxs,idi,ispd,ispf,isps",0,na
30,100,0,1-shakingflask,1-batch,1-open,250,50,0.5,48,na,24.7,5.43,0.04,na,0.2,0,na,na,0,na,0,na,0,0,2,2-plasmid,"Pyruvate, G3P",9,1,isoprene,5,8,0,0,47.3,0,0,0,1.47,0.038,0.056,0.001,18,pcc6803,i,"glcd1,glcd2",isps,0,na
30,100,0,1-shakingflask,1-batch,1-open,250,50,0.5,48,na,24.7,5.43,0.04,na,0.2,0,na,na,0,na,0,na,0,0,2,2-plasmid,"Pyruvate, G3P",9,4,isoprene,5,8,0,0,47.3,0,0,0,1.54,0.04,0.095,0.002,18,pcc6803,i,"glcd1,glcd2","dxs,idi,ispd,ispf,isps",0,na
30,100,0,1-shakingflask,1-batch,1-open,250,50,0.5,48,na,24.7,5.43,0.04,na,0.2,0,na,na,0,na,0,na,0,0,0,2-plasmid,"Pyruvate, G3P",9,1,isoprene,5,8,0,0,47.3,0,0,0,1.58,0.04,0.021,0,18,pcc6803,i,na,isps,0,na
30,100,0,1-shakingflask,1-batch,1-open,250,50,0.5,48,na,24.7,5.43,0.04,na,0.2,0,na,na,0,na,0,na,0,0,0,2-plasmid,"Pyruvate, G3P",9,4,isoprene,5,8,0,0,47.3,0,0,0,1.8,0.046,0.038,0.001,18,pcc6803,i,na,"dxs,idi,ispd,ispf,isps",0,na
30,100,0,1-shakingflask,1-batch,1-open,250,50,0.5,72,na,24.7,5.43,0.04,na,0.2,0,na,na,0,na,0,na,0,0,2,2-plasmid,"Pyruvate, G3P",9,4,isoprene,5,8,0,0,47.3,0,0,0,1.83,0.04,0.116,0.002,18,pcc6803,i,"glcd1,glcd2","dxs,idi,ispd,ispf,isps",0,na
30,100,0,1-shakingflask,1-batch,1-open,250,50,0.5,72,na,24.7,5.43,0.04,na,0.2,0,na,na,0,na,0,na,0,0,2,2-plasmid,"Pyruvate, G3P",9,1,isoprene,5,8,0,0,47.3,0,0,0,1.83,0.038,0.077,0.001,18,pcc6803,i,"glcd1,glcd2",isps,0,na
30,100,0,1-shakingflask,1-batch,1-open,250,50,0.5,72,na,24.7,5.43,0.04,na,0.2,0,na,na,0,na,0,na,0,0,0,2-plasmid,"Pyruvate, G3P",9,1,isoprene,5,8,0,0,47.3,0,0,0,1.97,0.04,0.038,0.001,18,pcc6803,i,na,isps,0,na
30,100,0,1-shakingflask,1-batch,1-open,250,50,0.5,72,na,24.7,5.43,0.04,na,0.2,0,na,na,0,na,0,na,0,0,0,2-plasmid,"Pyruvate, G3P",9,4,isoprene,5,8,0,0,47.3,0,0,0,2.05,0.046,0.052,0.001,18,pcc6803,i,na,"dxs,idi,ispd,ispf,isps",0,na
30,100,0,1-shakingflask,1-batch,1-open,250,50,0.5,96,na,24.7,5.43,0.04,na,0.2,0,na,na,0,na,0,na,0,0,2,2-plasmid,"Pyruvate, G3P",9,4,isoprene,5,8,0,0,47.3,0,0,0,2.08,0.04,0.147,0.002,18,pcc6803,i,"glcd1,glcd2","dxs,idi,ispd,ispf,isps",0,na
30,100,0,1-shakingflask,1-batch,1-open,250,50,0.5,96,na,24.7,5.43,0.04,na,0.2,0,na,na,0,na,0,na,0,0,2,2-plasmid,"Pyruvate, G3P",9,1,isoprene,5,8,0,0,47.3,0,0,0,2.13,0.038,0.101,0.001,18,pcc6803,i,"glcd1,glcd2",isps,0,na
30,100,0,1-shakingflask,1-batch,1-open,250,50,0.5,96,na,24.7,5.43,0.04,na,0.2,0,na,na,0,na,0,na,0,0,0,2-plasmid,"Pyruvate, G3P",9,1,isoprene,5,8,0,0,47.3,0,0,0,2.36,0.04,0.045,0,18,pcc6803,i,na,isps,0,na
30,100,0,1-shakingflask,1-batch,1-open,250,50,0.5,96,na,24.7,5.43,0.04,na,0.2,0,na,na,0,na,0,na,0,0,0,2-plasmid,"Pyruvate, G3P",9,4,isoprene,5,8,0,0,47.3,0,0,0,2.51,0.046,0.071,0.001,18,pcc6803,i,na,"dxs,idi,ispd,ispf,isps",0,na
30,100,0,1-shakingflask,1-batch,1-open,250,50,0.5,120,na,24.7,5.43,0.04,na,0.2,0,na,na,0,na,0,na,0,0,2,2-plasmid,"Pyruvate, G3P",9,1,isoprene,5,8,0,0,47.3,0,0,0,2.36,0.038,0.119,0.001,18,pcc6803,i,"glcd1,glcd2",isps,0,na
30,100,0,1-shakingflask,1-batch,1-open,250,50,0.5,120,na,24.7,5.43,0.04,na,0.2,0,na,na,0,na,0,na,0,0,2,2-plasmid,"Pyruvate, G3P",9,4,isoprene,5,8,0,0,47.3,0,0,0,2.43,0.04,0.155,0.001,18,pcc6803,i,"glcd1,glcd2","dxs,idi,ispd,ispf,isps",0,na
30,100,0,1-shakingflask,1-batch,1-open,250,50,0.5,120,na,24.7,5.43,0.04,na,0.2,0,na,na,0,na,0,na,0,0,0,2-plasmid,"Pyruvate, G3P",9,1,isoprene,5,8,0,0,47.3,0,0,0,2.52,0.04,0.059,0,18,pcc6803,i,na,isps,0,na
30,100,0,1-shakingflask,1-batch,1-open,250,50,0.5,120,na,24.7,5.43,0.04,na,0.2,0,na,na,0,na,0,na,0,0,0,2-plasmid,"Pyruvate, G3P",9,4,isoprene,5,8,0,0,47.3,0,0,0,2.81,0.046,0.084,0.001,18,pcc6803,i,na,"dxs,idi,ispd,ispf,isps",0,na
30,100,0,1-shakingflask,1-batch,1-open,250,50,0.5,144,na,24.7,5.43,0.04,na,0.2,0,na,na,0,na,0,na,0,0,2,2-plasmid,"Pyruvate, G3P",9,1,isoprene,5,8,0,0,47.3,0,0,0,2.61,0.038,0.13,0.001,18,pcc6803,i,"glcd1,glcd2",isps,0,na
30,100,0,1-shakingflask,1-batch,1-open,250,50,0.5,144,na,24.7,5.43,0.04,na,0.2,0,na,na,0,na,0,na,0,0,2,2-plasmid,"Pyruvate, G3P",9,4,isoprene,5,8,0,0,47.3,0,0,0,2.73,0.04,0.184,0.001,18,pcc6803,i,"glcd1,glcd2","dxs,idi,ispd,ispf,isps",0,na
30,100,0,1-shakingflask,1-batch,1-open,250,50,0.5,144,na,24.7,5.43,0.04,na,0.2,0,na,na,0,na,0,na,0,0,0,2-plasmid,"Pyruvate, G3P",9,1,isoprene,5,8,0,0,47.3,0,0,0,2.88,0.04,0.065,0,18,pcc6803,i,na,isps,0,na
30,100,0,1-shakingflask,1-batch,1-open,250,50,0.5,144,na,24.7,5.43,0.04,na,0.2,0,na,na,0,na,0,na,0,0,0,2-plasmid,"Pyruvate, G3P",9,4,isoprene,5,8,0,0,47.3,0,0,0,3.06,0.046,0.097,0.001,18,pcc6803,i,na,"dxs,idi,ispd,ispf,isps",0,na
30,100,0,2-cylindricalPBR,1-batch,1-open,400,200,na,24,na,24.7,5.43,5,1,0.2,0,na,na,0,na,1,na,0,0,0,2-plasmid,fatty acyl-ACP,2,0,heptadecane,17,36,0,0,-300000,0,0,0,1.04,0.145,0.209,0.029,19,pcc6803,e,na,na,0,na
30,100,0,2-cylindricalPBR,1-batch,1-open,400,200,na,24,na,24.7,5.43,5,1,0.2,0,na,na,0,na,1,na,0,0,0,2-plasmid,fatty acyl-ACP,2,2,heptadecane,17,36,0,0,-300000,0,0,0,1.04,0.151,2.088,0.302,19,pcc6803,e,na,na,0,na
30,100,0,2-cylindricalPBR,1-batch,1-open,400,200,na,24,na,24.7,5.43,5,1,0.2,0,na,na,0,na,1,na,0,0,0,2-plasmid,fatty acyl-ACP,2,0,heptadecene,17,34,0,0,-300000,0,0,0,1.04,0.145,0.073,0.01,19,pcc6803,e,na,"ado,aar",0,na
30,100,0,2-cylindricalPBR,1-batch,1-open,400,200,na,24,na,24.7,5.43,5,1,0.2,0,na,na,0,na,1,na,0,0,0,2-plasmid,fatty acyl-ACP,2,2,heptadecene,17,34,0,0,-300000,0,0,0,1.04,0.151,0.271,0.039,19,pcc6803,e,na,"ado,aar",0,na
30,100,0,2-cylindricalPBR,1-batch,1-open,400,200,na,72,na,24.7,5.43,5,1,0.2,0,na,na,0,na,1,na,0,0,0,2-plasmid,fatty acyl-ACP,2,0,heptadecane,17,36,0,0,-300000,0,0,0,2.17,0.145,0.435,0.029,19,pcc6803,e,na,na,0,na
30,100,0,2-cylindricalPBR,1-batch,1-open,400,200,na,72,na,24.7,5.43,5,1,0.2,0,na,na,0,na,1,na,0,0,0,2-plasmid,fatty acyl-ACP,2,0,heptadecene,17,34,0,0,-300000,0,0,0,2.17,0.145,0.152,0.01,19,pcc6803,e,na,na,0,na
30,100,0,2-cylindricalPBR,1-batch,1-open,400,200,na,72,na,24.7,5.43,5,1,0.2,0,na,na,0,na,1,na,0,0,0,2-plasmid,fatty acyl-ACP,2,2,heptadecane,17,36,0,0,-300000,0,0,0,2.77,0.151,5.54,0.302,19,pcc6803,e,na,"ado,aar",0,na
30,100,0,2-cylindricalPBR,1-batch,1-open,400,200,na,72,na,24.7,5.43,5,1,0.2,0,na,na,0,na,1,na,0,0,0,2-plasmid,fatty acyl-ACP,2,2,heptadecene,17,34,0,0,-300000,0,0,0,2.77,0.151,0.72,0.039,19,pcc6803,e,na,"ado,aar",0,na
30,100,0,2-cylindricalPBR,1-batch,1-open,400,200,na,96,na,24.7,5.43,5,1,0.2,0,na,na,0,na,1,na,0,0,0,2-plasmid,fatty acyl-ACP,2,0,heptadecane,17,36,0,0,-300000,0,0,0,4.11,0.145,0.823,0.029,19,pcc6803,e,na,na,0,na
30,100,0,2-cylindricalPBR,1-batch,1-open,400,200,na,96,na,24.7,5.43,5,1,0.2,0,na,na,0,na,1,na,0,0,0,2-plasmid,fatty acyl-ACP,2,0,heptadecene,17,34,0,0,-300000,0,0,0,4.11,0.145,0.288,0.01,19,pcc6803,e,na,na,0,na
30,100,0,2-cylindricalPBR,1-batch,1-open,400,200,na,96,na,24.7,5.43,5,1,0.2,0,na,na,0,na,1,na,0,0,0,2-plasmid,fatty acyl-ACP,2,2,heptadecane,17,36,0,0,-300000,0,0,0,4.84,0.151,9.674,0.302,19,pcc6803,e,na,"ado,aar",0,na
30,100,0,2-cylindricalPBR,1-batch,1-open,400,200,na,96,na,24.7,5.43,5,1,0.2,0,na,na,0,na,1,na,0,0,0,2-plasmid,fatty acyl-ACP,2,2,heptadecene,17,34,0,0,-300000,0,0,0,4.84,0.151,1.258,0.039,19,pcc6803,e,na,"ado,aar",0,na
30,100,0,2-cylindricalPBR,1-batch,1-open,400,200,na,120,na,24.7,5.43,5,1,0.2,0,na,na,0,na,1,na,0,0,0,2-plasmid,fatty acyl-ACP,2,0,heptadecane,17,36,0,0,-300000,0,0,0,6.71,0.145,1.342,0.029,19,pcc6803,e,na,na,0,na
30,100,0,2-cylindricalPBR,1-batch,1-open,400,200,na,120,na,24.7,5.43,5,1,0.2,0,na,na,0,na,1,na,0,0,0,2-plasmid,fatty acyl-ACP,2,0,heptadecene,17,34,0,0,-300000,0,0,0,6.71,0.145,0.47,0.01,19,pcc6803,e,na,na,0,na
30,100,0,2-cylindricalPBR,1-batch,1-open,400,200,na,120,na,24.7,5.43,5,1,0.2,0,na,na,0,na,1,na,0,0,0,2-plasmid,fatty acyl-ACP,2,2,heptadecane,17,36,0,0,-300000,0,0,0,7.18,0.151,14.362,0.302,19,pcc6803,e,na,"ado,aar",0,na
30,100,0,2-cylindricalPBR,1-batch,1-open,400,200,na,120,na,24.7,5.43,5,1,0.2,0,na,na,0,na,1,na,0,0,0,2-plasmid,fatty acyl-ACP,2,2,heptadecene,17,34,0,0,-300000,0,0,0,7.18,0.151,1.867,0.039,19,pcc6803,e,na,"ado,aar",0,na
30,100,0,2-cylindricalPBR,1-batch,1-open,400,200,na,144,na,24.7,5.43,5,1,0.2,0,na,na,0,na,1,na,0,0,0,2-plasmid,fatty acyl-ACP,2,0,heptadecane,17,36,0,0,-300000,0,0,0,10.19,0.145,2.037,0.029,19,pcc6803,e,na,na,0,na
30,100,0,2-cylindricalPBR,1-batch,1-open,400,200,na,144,na,24.7,5.43,5,1,0.2,0,na,na,0,na,1,na,0,0,0,2-plasmid,fatty acyl-ACP,2,0,heptadecene,17,34,0,0,-300000,0,0,0,10.19,0.145,0.713,0.01,19,pcc6803,e,na,na,0,na
30,100,0,2-cylindricalPBR,1-batch,1-open,400,200,na,144,na,24.7,5.43,5,1,0.2,0,na,na,0,na,1,na,0,0,0,2-plasmid,fatty acyl-ACP,2,2,heptadecane,17,36,0,0,-300000,0,0,0,10.8,0.151,21.607,0.302,19,pcc6803,e,na,"ado,aar",0,na
30,100,0,2-cylindricalPBR,1-batch,1-open,400,200,na,144,na,24.7,5.43,5,1,0.2,0,na,na,0,na,1,na,0,0,0,2-plasmid,fatty acyl-ACP,2,2,heptadecene,17,34,0,0,-300000,0,0,0,10.8,0.151,2.809,0.039,19,pcc6803,e,na,"ado,aar",0,na
30,100,0,2-cylindricalPBR,1-batch,1-open,400,200,na,168,na,24.7,5.43,5,1,0.2,0,na,na,0,na,1,na,0,0,0,2-plasmid,fatty acyl-ACP,2,0,heptadecane,17,36,0,0,-300000,0,0,0,12.12,0.145,2.425,0.029,19,pcc6803,e,na,na,0,na
30,100,0,2-cylindricalPBR,1-batch,1-open,400,200,na,168,na,24.7,5.43,5,1,0.2,0,na,na,0,na,1,na,0,0,0,2-plasmid,fatty acyl-ACP,2,2,heptadecane,17,36,0,0,-300000,0,0,0,12.12,0.151,24.25,0.302,19,pcc6803,e,na,na,0,na
30,100,0,2-cylindricalPBR,1-batch,1-open,400,200,na,168,na,24.7,5.43,5,1,0.2,0,na,na,0,na,1,na,0,0,0,2-plasmid,fatty acyl-ACP,2,0,heptadecene,17,34,0,0,-300000,0,0,0,12.12,0.145,0.849,0.01,19,pcc6803,e,na,"ado,aar",0,na
30,100,0,2-cylindricalPBR,1-batch,1-open,400,200,na,168,na,24.7,5.43,5,1,0.2,0,na,na,0,na,1,na,0,0,0,2-plasmid,fatty acyl-ACP,2,2,heptadecene,17,34,0,0,-300000,0,0,0,12.12,0.151,3.152,0.039,19,pcc6803,e,na,"ado,aar",0,na
30,100,0,2-cylindricalPBR,1-batch,1-open,400,200,na,192,na,24.7,5.43,5,1,0.2,0,na,na,0,na,1,na,0,0,0,2-plasmid,fatty acyl-ACP,2,0,heptadecane,17,36,0,0,-300000,0,0,0,12.34,0.145,2.468,0.029,19,pcc6803,e,na,na,0,na
30,100,0,2-cylindricalPBR,1-batch,1-open,400,200,na,192,na,24.7,5.43,5,1,0.2,0,na,na,0,na,1,na,0,0,0,2-plasmid,fatty acyl-ACP,2,0,heptadecene,17,34,0,0,-300000,0,0,0,12.34,0.145,0.864,0.01,19,pcc6803,e,na,na,0,na
30,100,0,2-cylindricalPBR,1-batch,1-open,400,200,na,192,na,24.7,5.43,5,1,0.2,0,na,na,0,na,1,na,0,0,0,2-plasmid,fatty acyl-ACP,2,2,heptadecane,17,36,0,0,-300000,0,0,0,12.93,0.151,25.869,0.302,19,pcc6803,e,na,"ado,aar",0,na
30,100,0,2-cylindricalPBR,1-batch,1-open,400,200,na,192,na,24.7,5.43,5,1,0.2,0,na,na,0,na,1,na,0,0,0,2-plasmid,fatty acyl-ACP,2,2,heptadecene,17,34,0,0,-300000,0,0,0,12.93,0.151,3.363,0.039,19,pcc6803,e,na,"ado,aar",0,na
30,100,0,2-cylindricalPBR,1-batch,1-open,400,200,na,216,na,24.7,5.43,5,1,0.2,0,na,na,0,na,1,na,0,0,0,2-plasmid,fatty acyl-ACP,2,2,heptadecane,17,36,0,0,-300000,0,0,0,12.66,0.151,25.315,0.302,19,pcc6803,e,na,"ado,aar",0,na
30,100,0,2-cylindricalPBR,1-batch,1-open,400,200,na,216,na,24.7,5.43,5,1,0.2,0,na,na,0,na,1,na,0,0,0,2-plasmid,fatty acyl-ACP,2,2,heptadecene,17,34,0,0,-300000,0,0,0,12.66,0.151,3.291,0.039,19,pcc6803,e,na,"ado,aar",0,na
30,100,0,2-cylindricalPBR,1-batch,1-open,400,200,na,216,na,24.7,5.43,5,1,0.2,0,na,na,0,na,1,na,0,0,0,2-plasmid,fatty acyl-ACP,2,0,heptadecane,17,36,0,0,-300000,0,0,0,13.08,0.145,2.617,0.029,19,pcc6803,e,na,na,0,na
30,100,0,2-cylindricalPBR,1-batch,1-open,400,200,na,216,na,24.7,5.43,5,1,0.2,0,na,na,0,na,1,na,0,0,0,2-plasmid,fatty acyl-ACP,2,0,heptadecene,17,34,0,0,-300000,0,0,0,13.08,0.145,0.916,0.01,19,pcc6803,e,na,na,0,na
30,100,0,2-cylindricalPBR,1-batch,1-open,400,200,na,240,na,24.7,5.43,5,1,0.2,0,na,na,0,na,1,na,0,0,0,2-plasmid,fatty acyl-ACP,2,2,heptadecane,17,36,0,0,-300000,0,0,0,12.68,0.151,25.358,0.302,19,pcc6803,e,na,"ado,aar",0,na
30,100,0,2-cylindricalPBR,1-batch,1-open,400,200,na,240,na,24.7,5.43,5,1,0.2,0,na,na,0,na,1,na,0,0,0,2-plasmid,fatty acyl-ACP,2,2,heptadecene,17,34,0,0,-300000,0,0,0,12.68,0.151,3.296,0.039,19,pcc6803,e,na,"ado,aar",0,na
30,100,0,2-cylindricalPBR,1-batch,1-open,400,200,na,240,na,24.7,5.43,5,1,0.2,0,na,na,0,na,1,na,0,0,0,2-plasmid,fatty acyl-ACP,2,0,heptadecane,17,36,0,0,-300000,0,0,0,13.13,0.145,2.625,0.029,19,pcc6803,e,na,na,0,na
30,100,0,2-cylindricalPBR,1-batch,1-open,400,200,na,240,na,24.7,5.43,5,1,0.2,0,na,na,0,na,1,na,0,0,0,2-plasmid,fatty acyl-ACP,2,0,heptadecene,17,34,0,0,-300000,0,0,0,13.13,0.145,0.919,0.01,19,pcc6803,e,na,na,0,na
30,200,0,1-shakingflask,2-fed-batch,1-open,na,45,na,12,na,24.7,5.43,0.04,0,0.2,0,8,na,0,na,0,IPTG,1,0,0,2-plasmid,IPP. DMAPP,3,3,bisabolene,15,24,0,0,-29.23,0,0,0,na,0.33,na,0.013,20,pcc6803,i,na,"ispa,ispa,ag1",0,na
30,200,0,1-shakingflask,2-fed-batch,1-open,na,45,na,12,na,24.7,5.43,0.04,0,0.2,0,8,na,0,na,0,IPTG,1,0,0,2-plasmid,IPP. DMAPP,3,3,bisabolene,15,24,0,0,-29.23,0,0,1,na,0.225,na,0.065,20,pcc6803,i,na,"ispa,ispa,ag1",0,na
